id,split,V,A,D,text
110CYL200_947_1076,train,2.2,3.0,2.3,"Unemployed, homeless and with a prison record, Jerry now faced going back to prison for failure to pay child support."
112C-L012_1236_1337,train,3.0,3.0,3.1,"Such fund are often used for college tuition, vocational training or a deposit on an apartment."
112C-L012_1569_1624,train,2.29,3.29,2.71,"Without private donor support, this Fund doesn't exist."
112C-L012_1625_1768,test,3.12,2.88,2.75,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.
112C-L012_1775_1785,train,3.22,3.0,3.0,"Sincerely,"
112C-L012_1792_1820,train,2.9,2.9,3.1,Mary Roth Executive Director
112C-L012_184_255,dev,3.0,2.89,3.0,The young adults who leave Pleasant Run have those same feelings.
112C-L012_18_31,train,3.0,2.75,3.0,"June 21, 1999"
112C-L012_256_305,dev,2.5,2.9,2.9,Very few have family support to get them started.
112C-L012_312_402,dev,2.62,2.88,2.5,"Many need furniture, linens and other basic necessities to begin lives on their own."
112C-L012_38_63,train,3.0,2.9,3.1,"Name Address City, ST Zip"
112C-L012_409_634,test,3.2,3.0,3.3,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs."
112C-L012_641_784,train,3.2,3.1,3.0,Individuals who are being emancipated are eligible to receive up to $500 from the Fund if they formally apply and meet four requirements:
112C-L012_70_76,dev,3.22,2.89,3.0,"Dear ,"
112C-L012_785_815,train,3.0,2.88,3.0,1. Release by the courts
112C-L012_816_865,train,3.5,3.1,3.5,2. Successful completion of all life skills tests
112C-L012_83_183,train,3.1,3.4,3.2,Do you remember the combination of elation and apprehension you felt when you first left home?
112C-L012_872_930,train,2.88,2.88,3.25,3. Positive termination of his or her Pleasant Run program
112C-L012_931_982,train,3.29,2.71,3.29,4. Possession of a high school diploma or GED
112C-L012_989_1229,train,3.0,3.1,3.2,"Proof of meeting these, two staff reference letters and an essay stating why they should receive a grant and how it will be used are all reviewed by a Pleasant Run panel, which determines if the applicant merits the funds."
112C-L013_1054_1129,train,3.0,3.0,3.0,Then the task was to help children who lost parents in the Civil War.
112C-L013_1130_1256,test,2.6,3.1,2.9,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse."
112C-L013_1257_1343,train,3.3,3.0,3.1,"Some come from families where, through therapy, there is hope for reunification."
112C-L013_1344_1448,train,3.2,3.0,3.0,"For others, ""families"" are the counselors are housemates at the group homes where they live."
112C-L013_1455_1532,dev,2.36,3.36,2.64,The biggest tragedy is that the problems don't go away; they only grow.
112C-L013_156_252,test,2.8,3.0,3.0,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents."
112C-L013_1592_1655,train,3.5,3.0,3.25,In 1995 we will serve over 850 children and 340 families.
112C-L013_1656_1697,train,3.0,2.9,3.0,"In 1996, these figures will triple."
112C-L013_1698_1850,train,3.63,2.82,3.27,"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society."
112C-L013_1851_1963,train,3.5,3.0,3.38,"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence."
112C-L013_18_35,train,3.0,2.56,2.89,"November 27, 1995"
112C-L013_1964_2039,train,3.3,3.1,3.0,"Often it is a long, hard struggle, but the results are well worth it."
112C-L013_2046_2161,train,2.7,3.1,2.9,"For Pleasant Run to continue to serve abused and neglected children and their families, we need your support."
112C-L013_2162_2234,train,2.71,3.43,3.14,"The Funding sources are shrinking, but the needs grow explosively."
112C-L013_2235_2311,train,3.2,3.6,3.1,"Please ""help good kids get better"" by sending us a contribution today."
112C-L013_2312_2388,train,3.2,3.0,3.1,Your gift will give children and families hope for improved tomorrows.
112C-L013_2395_2405,dev,3.0,2.75,3.12,"Sincerely,"
112C-L013_2412_2421,train,3.0,2.7,2.9,Mary Roth
112C-L013_253_379,train,2.1,3.1,2.7,"Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad."
112C-L013_380_529,train,2.4,3.1,3.1,"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood."
112C-L013_42_54,train,3.0,2.71,3.43,Dear Friend:
112C-L013_530_542,train,3.62,3.87,3.0,Real people!
112C-L013_549_574,train,2.9,2.9,3.0,There are thousands more.
112C-L013_575_652,train,1.9,3.3,2.9,"Families are being torn apart, and too often, children are the victims."
112C-L013_61_149,train,3.1,2.8,3.1,What kind of people benefit by your contribution to Pleasant Run Children's Homes?
112C-L013_653_757,train,2.29,3.29,2.86,"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;"
112C-L013_758_841,train,2.5,2.9,2.8,"Alice, sent to a group home to get help because of severe behavior disorders;"
112C-L013_842_966,train,3.33,3.0,2.78,"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again."
112C-L013_973_1053,test,3.1,3.2,3.4,Pleasant Run Children's Homes began serving children nearly 130 years ago.
112C-L014_1070_1113,dev,2.7,3.1,2.7,"For some, it's a matter of weeks or months;"
112C-L014_1114_1137,train,2.78,2.67,2.89,"for others, it's years."
112C-L014_1144_1226,test,3.4,3.0,3.3,"They leave Pleasant Run, generally, ready and able to contribute to society."
112C-L014_1227_1282,train,4.0,3.5,3.7,We're proud of our children and all that they overcome.
112C-L014_1289_1335,train,3.2,2.8,3.2,"We are a not-for-profit, multi-service agency."
112C-L014_1336_1386,train,3.0,2.89,3.11,We wouldn't exist if the need weren't there.
112C-L014_1387_1506,train,3.1,3.2,3.0,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.
112C-L014_1513_1538,train,3.43,3.29,3.0,Please help us help them.
112C-L014_1539_1607,train,3.4,2.8,3.2,"Pleasant Run Children's Homes... ""where good kids get better."""
112C-L014_1614_1624,train,3.2,2.7,3.0,"Sincerely,"
112C-L014_1631_1655,dev,3.0,2.7,3.0,Mary Roth Tom Hirschauer
112C-L014_18_31,test,3.0,2.4,2.8,"June 26, 1995"
112C-L014_195_327,test,3.11,2.89,3.0,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need."
112C-L014_328_554,train,3.57,3.0,3.14,"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help."
112C-L014_38_50,train,3.44,3.11,2.78,Dear Friend:
112C-L014_561_677,dev,2.43,3.29,2.57,"We all hear about today's increases in neglect, abuse and abandonment of those who can't fight back: children."
112C-L014_57_80,dev,2.8,2.9,3.3,This is not newsletter.
112C-L014_678_778,train,3.0,2.38,3.0,Yet few of us hear enough about kids who live through these adversities and do make the grade.
112C-L014_785_803,train,3.7,3.3,3.2,The positive side.
112C-L014_804_831,train,3.4,2.9,2.9,These are special children.
112C-L014_81_109,dev,3.0,2.89,3.0,It is a fund-raising appeal.
112C-L014_832_878,train,2.9,2.8,3.0,They come into a Pleasant Run program...
112C-L014_879_1063,train,2.88,3.0,2.75,"whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes."
112C-L015_1087_1146,train,3.44,3.33,3.44,Your contribution will make a difference in a child's life.
112C-L015_1147_1188,test,3.3,3.1,3.0,It may help a family stay together.
112C-L015_1189_1240,train,3.78,3.44,3.56,It can certainly make happy holiday memories.
112C-L015_1247_1334,train,3.55,2.91,3.27,A gift to Pleasant Run means the children in our care will have presents to open.
112C-L015_1335_1452,train,3.33,2.89,3.0,"A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on."
112C-L015_1453_1503,train,3.5,3.3,3.2,Your gift will go beyond the holiday season.
112C-L015_1504_1606,train,3.29,2.86,3.0,"It can help purchase clothing, school supplies, books and educational tools throughout the year."
112C-L015_1620_1681,train,3.25,3.12,3.25,Please take a few minutes to mail a donation to Pleasant run.
112C-L015_1682_1813,test,3.4,2.9,3.0,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.
112C-L015_1820_1880,train,4.3,3.6,2.9,We wish you and your family a new year full of joy and love.
112C-L015_1887_1897,train,3.12,3.0,3.12,"Sincerely,"
112C-L015_18_47,test,3.0,3.14,3.0,Dear Friends of Pleasant Run:
112C-L015_1904_1932,train,3.0,2.6,3.0,Mary Roth Executive Director
112C-L015_231_324,train,4.0,3.43,3.29,This is the time of year when we give thanks for the warmth and love that surrounds us.
112C-L015_325_413,train,2.7,2.9,2.8,And this time of year is an occasion to remember those not as fortunate as we are.
112C-L015_420_473,train,3.2,3.1,3.1,Pleasant Run cares for at-risk children and families.
112C-L015_474_620,train,3.0,2.62,3.13,"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center."
112C-L015_54_230,dev,3.3,3.0,3.1,"The holiday season is the time of year when we're all busy buying gifts, baking goodies, decorating our homes and making arrangements to be with family and friends."
112C-L015_621_695,dev,2.33,3.11,3.11,Many of the children are victims of abuse or live in unstable homes.
112C-L015_702_858,train,3.12,3.0,3.0,"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for."
112C-L015_859_939,train,2.12,3.25,2.75,Many of the children have no homes; no memories of joy from past holidays.
112C-L015_940_1086,dev,2.4,3.0,2.8,"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible."
112C-L016_1002_1117,train,3.0,2.88,3.0,"If you are interested and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222."
112C-L016_1118_1197,train,3.0,3.0,3.14,We would like to have families matched with sponsors non later than xxxx.
112C-L016_1198_1314,train,3.78,3.22,3.44,Thank you for considering this opportunity to make this a memorable holiday season for a family in need.
112C-L016_1321_1331,test,3.2,2.8,3.1,"Sincerely,"
112C-L016_18_87,train,3.1,3.3,3.3,It's hard to believe that the holiday season is only two months away.
112C-L016_196_301,train,3.1,2.9,3.0,"Every year we seek companies, organizations and individuals to sponsor one or more of our families."
112C-L016_302_372,train,3.1,2.9,3.1,These families are participants in our community-based programs.
112C-L016_373_495,train,3.4,3.0,3.3,These programs focus on keeping the family together by providing counseling and other services to the entire family.
112C-L016_502_688,train,2.5,2.8,3.0,"After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc."
112C-L016_689_721,train,3.1,3.1,3.3,We meet these needs immediately.
112C-L016_722_804,train,2.25,2.88,3.0,"But, the holiday season is a particularly difficult time for these families."
112C-L016_805_903,test,2.44,2.78,2.78,They do not have the resources necessary to purchase gifts or food for a holiday meal.
112C-L016_910_1001,train,3.1,3.2,3.3,We are asking you to consider sponsoring one of our families for this holiday season.
112C-L016_94_189,dev,3.1,2.7,2.8,"At Pleasant Run, Inc. we are making plans and arrangements for our children and families."
113CWL017_1034_1074,train,2.9,3.0,3.0,It costs $225 to send one child to camp.
113CWL017_1075_1226,train,3.1,3.4,3.2,"Many members of the Boys & Girls Clubs of Indianapolis can't afford to go to camp without financial assistance, and that's why we need you!"
113CWL017_1233_1378,train,3.11,3.11,3.11,Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.
113CWL017_136_241,dev,3.37,3.25,3.12,"Yes, it's that time of the year -- the start of the Boys & Girls clubs of Indianapolis' Camp."
113CWL017_1385_1425,train,3.22,3.33,3.22,"Consider sponsoring 1, 2, or 3 children."
113CWL017_1426_1543,dev,3.6,3.3,2.9,"No matter the size of the donation, please know that your gift will be appreciated and make a difference."
113CWL017_1550_1560,train,3.0,2.83,3.0,"Sincerely,"
113CWL017_1567_1584,train,3.0,2.8,3.0,Richard Dickinson
113CWL017_1596_1640,test,3.43,3.29,3.14,You can make a difference in a child's life.
